product_id,title,brand,category,subcategory,description,specifications,price,color,is_f_assured,cod_available,return_policy,seller_name,seller_rating,image_url,tags
P10092,"LG UltraHD 4K 43""",LG,Electronics,TV,"LG UltraHD 4K 43"" - Series phone rather conference site now heart.","Storage: 48MP, Processor: Android 13",97492.43,White,True,False,30-day return,"Kim, Patterson and Hill",3.8,https://images.flipkart.com/products/P10092.jpg,"Premium, Trending, HD"
P10093,Prestige Iris Mixer,Prestige,Home,Kitchen,Prestige Iris Mixer - Provide both economy hair standard drive magazine help board.,"RAM: 256GB, Connectivity: Snapdragon",11018.25,Gold,True,False,30-day return,Dunn LLC,4.4,https://images.flipkart.com/products/P10093.jpg,"Durable, Stylish, 4K, Wireless"
P10094,Zara Basic T-Shirt,Zara,Fashion,Clothing,Zara Basic T-Shirt - Over prepare group task maybe same.,"Display: 8GB, Connectivity: iOS 17",12564.38,Gray,True,False,7-day return,Gonzales and Sons,3.9,https://images.flipkart.com/products/P10094.jpg,"Stylish, Premium, Wireless, New Launch"
P10095,Noise Two Wireless,Noise,Electronics,Headphones,Noise Two Wireless - Treatment contain history face during share everyone order Congress.,"Display: 8GB, OS: MediaTek",4742.59,White,True,False,15-day return,Bush-Martinez,4.6,https://images.flipkart.com/products/P10095.jpg,"New Launch, Fast Charging, HD, Wireless"
P10096,Lenovo Legion 5,Lenovo,Electronics,Laptop,Lenovo Legion 5 - Require accept degree hand water growth word development risk wonder.,"Storage: 8GB, Connectivity: MediaTek",159236.6,White,True,False,30-day return,Alexander-Martin,4.6,https://images.flipkart.com/products/P10096.jpg,"Eco-Friendly, Durable, Lightweight, Best Seller"
P10097,Nike Air Force 1,Nike,Fashion,Shoes,Nike Air Force 1 - Owner bill various need with someone yet money form.,"Storage: 256GB, Processor: iOS 17",6912.02,Green,False,True,15-day return,Moyer Ltd,4.3,https://images.flipkart.com/products/P10097.jpg,"Eco-Friendly, New Launch, Smart"
P10098,Xiaomi Redmi 12,Xiaomi,Electronics,Smartphone,Xiaomi Redmi 12 - Short true start option.,"Display: 6GB, Connectivity: Snapdragon",39980.44,Rose Gold,False,False,7-day return,Moore-Garcia,4.2,https://images.flipkart.com/products/P10098.jpg,"Durable, HD, Waterproof, Lightweight"
P10099,IKEA MALM Bed Frame,IKEA,Home,Furniture,IKEA MALM Bed Frame - Event public include cultural wind sometimes.,"RAM: 256GB, Processor: Android 13",24563.16,White,True,True,10-day return,Brown LLC,4.6,https://images.flipkart.com/products/P10099.jpg,"Premium, New Launch, Lightweight"
P10100,Asus ZenBook 14,Asus,Electronics,Laptop,Asus ZenBook 14 - Parent black way upon.,"Display: 128GB, OS: iOS 17",161659.01,Purple,True,False,7-day return,Haas and Sons,4.0,https://images.flipkart.com/products/P10100.jpg,"Durable, Stylish, 4K, Trending"
P10101,L'Oreal Paris Lipstick,L'Oreal,Beauty,Cosmetics,L'Oreal Paris Lipstick - Medical meet dinner become career clearly safe significant.,"Display: 6GB, Connectivity: WiFi 6",3707.42,Gray,False,False,10-day return,Ramos-Jordan,4.4,https://images.flipkart.com/products/P10101.jpg,"4K, Premium"
P10102,Bata Power,Bata,Fashion,Shoes,Bata Power - Add three lose camera.,"Storage: 5000mAh, Connectivity: WiFi 6",14958.88,Rose Gold,True,False,15-day return,Rasmussen Inc,3.5,https://images.flipkart.com/products/P10102.jpg,"Fast Charging, HD, Waterproof"
P10103,Godrej Study Table,Godrej,Home,Furniture,Godrej Study Table - Great Mr positive positive natural wife opportunity.,"Storage: 8GB, Processor: Snapdragon",7535.64,White,True,False,10-day return,Berry-Jones,4.4,https://images.flipkart.com/products/P10103.jpg,"Fast Charging, New Launch"
P10104,Asus TUF Gaming A15,Asus,Electronics,Laptop,Asus TUF Gaming A15 - Wrong trip soldier beat market middle dream Democrat small.,"RAM: 256GB, OS: WiFi 6",152329.56,Gold,False,False,10-day return,Obrien Inc,4.3,https://images.flipkart.com/products/P10104.jpg,"Best Seller, New Launch, Eco-Friendly"
P10105,"Samsung Neo QLED 75""",Samsung,Electronics,TV,"Samsung Neo QLED 75"" - History suggest might either point need.","Camera: 256GB, OS: Android 13",236765.35,Rose Gold,False,True,10-day return,"Baker, Wiggins and Hensley",4.7,https://images.flipkart.com/products/P10105.jpg,"New Launch, 4K"
P10106,Xiaomi POCO X5,Xiaomi,Electronics,Smartphone,Xiaomi POCO X5 - Military road vote attorney benefit military available may successful professional focus.,"Display: 6.5 inch, Processor: WiFi 6",51986.4,White,False,True,10-day return,"Ford, Butler and Dillon",3.9,https://images.flipkart.com/products/P10106.jpg,"Fast Charging, Stylish, Wireless, HD"
P10107,Levi's 501 Original,Levi's,Fashion,Clothing,Levi's 501 Original - Close often administration first crime practice oil head teach.,"RAM: 256GB, Processor: iOS 17",7779.1,Red,False,True,15-day return,"West, Hill and Morrison",3.8,https://images.flipkart.com/products/P10107.jpg,"Wireless, Trending, Durable"
P10108,Adidas NMD R1,Adidas,Fashion,Shoes,Adidas NMD R1 - Oil positive move official about.,"Storage: 6GB, OS: iOS 17",10593.04,Blue,False,False,7-day return,Barker LLC,4.9,https://images.flipkart.com/products/P10108.jpg,"4K, HD"
P10109,Lenovo ThinkBook 15,Lenovo,Electronics,Laptop,Lenovo ThinkBook 15 - Energy well wait magazine such reach drop decide stuff west.,"Camera: 6.5 inch, OS: Snapdragon",161949.35,Red,False,True,7-day return,Lewis PLC,3.9,https://images.flipkart.com/products/P10109.jpg,"Best Seller, Lightweight, Eco-Friendly, Wireless"
P10110,Dell Latitude 7420,Dell,Electronics,Laptop,Dell Latitude 7420 - Build best stuff everyone how above dinner.,"Camera: 6.5 inch, Processor: WiFi 6",117613.87,Red,True,False,30-day return,Cruz-Thomas,3.5,https://images.flipkart.com/products/P10110.jpg,"HD, Lightweight, Stylish"
P10111,Acer Aspire 7,Acer,Electronics,Laptop,Acer Aspire 7 - Religious relate book especially we determine remember mother.,"Camera: 128GB, Processor: 5G",122493.93,Rose Gold,True,False,30-day return,Wheeler LLC,3.6,https://images.flipkart.com/products/P10111.jpg,"Waterproof, 4K, Trending"
P10112,Apple iPhone 13,Apple,Electronics,Smartphone,Apple iPhone 13 - Floor job owner image through election easy child up choice.,"RAM: 128GB, Processor: WiFi 6",107138.05,White,False,True,7-day return,"Smith, Ray and Holden",4.0,https://images.flipkart.com/products/P10112.jpg,"New Launch, Durable, Fast Charging"
P10113,Allen Solly Polo T-Shirt,Allen Solly,Fashion,Clothing,Allen Solly Polo T-Shirt - Yes expert record around level recognize yourself.,"Battery: 5000mAh, Processor: MediaTek",1414.96,Gold,True,False,10-day return,"Wagner, Evans and Parker",3.6,https://images.flipkart.com/products/P10113.jpg,"Smart, Waterproof"
P10114,Noise Two Wireless,Noise,Electronics,Headphones,Noise Two Wireless - Machine both kitchen nature attention red production Mr style member.,"Battery: 48MP, Connectivity: iOS 17",13412.37,Red,False,False,7-day return,"Fischer, Garcia and Hawkins",4.8,https://images.flipkart.com/products/P10114.jpg,"4K, Wireless, Waterproof"
P10115,Uniqlo Ultra Stretch Jeans,Uniqlo,Fashion,Clothing,Uniqlo Ultra Stretch Jeans - Book world west note inside environment could make.,"Battery: 256GB, OS: MediaTek",7694.95,Gold,False,False,7-day return,Cervantes-Williams,4.6,https://images.flipkart.com/products/P10115.jpg,"Stylish, Lightweight"
P10116,Acer Swift 3,Acer,Electronics,Laptop,Acer Swift 3 - Itself event trouble plan out term modern show bill meeting.,"Display: 6GB, Processor: Android 13",142356.27,Green,False,False,10-day return,Scott Inc,4.5,https://images.flipkart.com/products/P10116.jpg,"Eco-Friendly, Smart, Trending"
P10117,Puma Future Rider,Puma,Fashion,Shoes,Puma Future Rider - Wall bank buy message which contain.,"Display: 5000mAh, Processor: Snapdragon",10232.17,Silver,False,True,7-day return,Patel-Craig,3.7,https://images.flipkart.com/products/P10117.jpg,"Durable, Best Seller, Eco-Friendly, Smart"
P10118,HP Pavilion x360,HP,Electronics,Laptop,HP Pavilion x360 - History eye alone themselves yet part evening myself.,"Storage: 48MP, Connectivity: Android 13",91565.6,Purple,True,True,30-day return,Taylor-Acosta,4.9,https://images.flipkart.com/products/P10118.jpg,"Eco-Friendly, Best Seller, Wireless"
P10119,Mamaearth Vitamin C Serum,Mamaearth,Beauty,Skincare,Mamaearth Vitamin C Serum - True the professor career walk dinner.,"Camera: 128GB, OS: Android 13",16309.11,Red,True,True,10-day return,Knox PLC,4.2,https://images.flipkart.com/products/P10119.jpg,"Premium, Wireless, 4K"
P10120,Sony WF-C700N,Sony,Electronics,Headphones,Sony WF-C700N - Gas last number reach carry education dog special produce effect.,"Storage: 6.5 inch, OS: WiFi 6",45907.47,Gold,True,True,10-day return,Conrad Ltd,4.8,https://images.flipkart.com/products/P10120.jpg,"Fast Charging, Trending, Eco-Friendly"
P10121,Oppo F23,Oppo,Electronics,Smartphone,Oppo F23 - Business begin including anyone suddenly early message.,"Display: 5000mAh, Processor: 5G",36192.91,Green,True,True,15-day return,Miller-Smith,4.3,https://images.flipkart.com/products/P10121.jpg,"HD, Best Seller"
P10122,HP Victus 15,HP,Electronics,Laptop,HP Victus 15 - Station this improve nearly central ok miss.,"Battery: 6GB, OS: 5G",127287.16,Gold,True,True,7-day return,Choi Inc,4.0,https://images.flipkart.com/products/P10122.jpg,"Trending, Eco-Friendly, Premium, Stylish"
P10123,H&M Oversized Hoodie,H&M,Fashion,Clothing,H&M Oversized Hoodie - Wait hotel gun learn bed college across stop issue.,"RAM: 8GB, OS: WiFi 6",1575.39,Gold,False,True,10-day return,"Preston, Taylor and Kaiser",4.7,https://images.flipkart.com/products/P10123.jpg,"Stylish, Premium"
P10124,Xiaomi Redmi Note 13,Xiaomi,Electronics,Smartphone,Xiaomi Redmi Note 13 - Ever sound Congress team floor ability.,"Camera: 8GB, OS: MediaTek",16422.28,Red,False,False,7-day return,Ware Group,3.9,https://images.flipkart.com/products/P10124.jpg,"Premium, 4K, Fast Charging, Durable"
P10125,Noise Two Wireless,Noise,Electronics,Headphones,Noise Two Wireless - Yet call relationship poor chance back.,"Camera: 6GB, Connectivity: WiFi 6",9263.16,Purple,True,True,15-day return,"Moreno, Page and Rodriguez",4.8,https://images.flipkart.com/products/P10125.jpg,"Smart, New Launch, Wireless, Best Seller"
P10126,Mamaearth Onion Shampoo,Mamaearth,Beauty,Skincare,Mamaearth Onion Shampoo - Decision bag east term our move could.,"Storage: 48MP, Connectivity: iOS 17",15529.09,Black,False,False,15-day return,Mullins-Grant,4.2,https://images.flipkart.com/products/P10126.jpg,"Stylish, 4K, Eco-Friendly, Wireless"
P10127,Xiaomi Mi 13,Xiaomi,Electronics,Smartphone,Xiaomi Mi 13 - Station plan manager from take process.,"Battery: 256GB, OS: iOS 17",18609.2,Purple,True,False,15-day return,"Murray, Romero and Riley",4.6,https://images.flipkart.com/products/P10127.jpg,"Stylish, Fast Charging, Waterproof"
P10128,Prestige Deluxe Alpha,Prestige,Home,Kitchen,Prestige Deluxe Alpha - Industry fall side need get bar.,"Display: 8GB, OS: Snapdragon",6833.3,Red,True,True,7-day return,"Wallace, Rogers and Griffith",3.9,https://images.flipkart.com/products/P10128.jpg,"New Launch, Lightweight, Stylish"
P10129,"MI Q1 75""",MI,Electronics,TV,"MI Q1 75"" - Many new change be stock four skin.","Display: 6.5 inch, Connectivity: Android 13",69102.72,Blue,False,False,30-day return,Wilson Inc,4.8,https://images.flipkart.com/products/P10129.jpg,"Smart, Wireless, Stylish"
P10130,Prestige Popular Tawa,Prestige,Home,Kitchen,Prestige Popular Tawa - First finish record worry especially majority again enough.,"Storage: 8GB, Connectivity: Android 13",1406.72,Green,False,False,15-day return,Moore-Anderson,4.3,https://images.flipkart.com/products/P10130.jpg,"Stylish, Fast Charging"
P10131,Sony WH-CH720N,Sony,Electronics,Headphones,Sony WH-CH720N - Him hotel away American sometimes sing culture.,"Battery: 128GB, Processor: iOS 17",3506.73,Rose Gold,True,False,15-day return,Jordan-Fisher,3.6,https://images.flipkart.com/products/P10131.jpg,"Eco-Friendly, Best Seller, Premium, 4K"
P10132,Dell Inspiron 15,Dell,Electronics,Laptop,Dell Inspiron 15 - Establish care traditional I ago itself.,"RAM: 256GB, OS: Android 13",124831.41,Gray,True,True,30-day return,Hunter-Mcdaniel,4.3,https://images.flipkart.com/products/P10132.jpg,"Smart, Fast Charging"
P10133,Adidas Gazelle,Adidas,Fashion,Shoes,Adidas Gazelle - Pass and exactly turn must language either.,"Camera: 256GB, Processor: 5G",13450.41,Blue,False,False,10-day return,Bright-Bolton,4.1,https://images.flipkart.com/products/P10133.jpg,"Trending, 4K, Lightweight, Waterproof"
P10134,Prestige Popular Tawa,Prestige,Home,Kitchen,Prestige Popular Tawa - As exist would where above toward sea guy.,"Camera: 128GB, OS: Snapdragon",9335.27,White,False,False,7-day return,Simpson LLC,4.4,https://images.flipkart.com/products/P10134.jpg,"Durable, Best Seller, Lightweight"
P10135,Mamaearth Vitamin C Serum,Mamaearth,Beauty,Skincare,Mamaearth Vitamin C Serum - Item page power home play while history well poor.,"RAM: 6.5 inch, OS: MediaTek",13200.96,Purple,False,True,10-day return,"Christensen, Fletcher and Armstrong",3.5,https://images.flipkart.com/products/P10135.jpg,"Wireless, HD, Smart, Eco-Friendly"
P10136,Nike React Infinity,Nike,Fashion,Shoes,Nike React Infinity - Fly arm become throughout discuss.,"Storage: 256GB, Connectivity: MediaTek",6450.47,Purple,False,True,10-day return,Rodriguez-Johnson,4.3,https://images.flipkart.com/products/P10136.jpg,"Waterproof, Durable, Eco-Friendly, Premium"
P10137,Bata Power,Bata,Fashion,Shoes,Bata Power - Dream standard during doctor value call find reason support.,"Storage: 256GB, Connectivity: Android 13",8420.96,Green,False,True,10-day return,Colon-Rubio,3.9,https://images.flipkart.com/products/P10137.jpg,"HD, 4K, Best Seller"
P10138,"LG OLED G3 65""",LG,Electronics,TV,"LG OLED G3 65"" - Enjoy sport ok military enjoy decade water three.","Display: 256GB, OS: 5G",281104.61,Green,False,True,30-day return,Carrillo Group,4.8,https://images.flipkart.com/products/P10138.jpg,"New Launch, Waterproof, Fast Charging"
P10139,boAt Airdopes 141,boAt,Electronics,Headphones,boAt Airdopes 141 - Writer east notice name deal.,"Display: 5000mAh, Processor: Android 13",46276.47,Green,False,True,10-day return,Haynes-Palmer,4.7,https://images.flipkart.com/products/P10139.jpg,"Premium, Trending, 4K"
P10140,HP Pavilion x360,HP,Electronics,Laptop,HP Pavilion x360 - Although together natural process near detail.,"Camera: 5000mAh, Connectivity: MediaTek",71217.87,Rose Gold,True,True,7-day return,Edwards Group,3.7,https://images.flipkart.com/products/P10140.jpg,"Trending, Eco-Friendly, Wireless"
P10141,HP Pavilion x360,HP,Electronics,Laptop,HP Pavilion x360 - The business general country be eight open owner Republican want.,"Camera: 8GB, OS: WiFi 6",188955.46,Gold,False,True,15-day return,Obrien-Baldwin,4.0,https://images.flipkart.com/products/P10141.jpg,"Smart, Best Seller, Wireless, Durable"
P10142,Mamaearth Vitamin C Serum,Mamaearth,Beauty,Skincare,Mamaearth Vitamin C Serum - Beat analysis letter available firm let what.,"Camera: 5000mAh, Connectivity: Snapdragon",22848.1,Blue,False,True,7-day return,Blankenship Ltd,5.0,https://images.flipkart.com/products/P10142.jpg,"Best Seller, Eco-Friendly, Fast Charging"
P10143,boAt Airdopes 141,boAt,Electronics,Headphones,boAt Airdopes 141 - Pretty owner plan plan subject rather win.,"RAM: 128GB, Connectivity: 5G",6257.73,Gray,False,False,30-day return,"Clark, Moore and Hardy",4.8,https://images.flipkart.com/products/P10143.jpg,"New Launch, Premium"
P10144,Allen Solly Chinos,Allen Solly,Fashion,Clothing,Allen Solly Chinos - The main threat dog maintain recently stuff represent.,"Storage: 48MP, Processor: Android 13",2856.17,Gold,False,True,7-day return,"Nelson, Wilson and Holden",4.6,https://images.flipkart.com/products/P10144.jpg,"Lightweight, Durable, HD"
P10145,Acer Predator Helios,Acer,Electronics,Laptop,Acer Predator Helios - Themselves direction while return hundred bank those he yes.,"Battery: 6.5 inch, OS: Snapdragon",98141.65,White,True,True,30-day return,Potter Ltd,4.0,https://images.flipkart.com/products/P10145.jpg,"Smart, 4K"
P10146,Bata Comfit,Bata,Fashion,Shoes,Bata Comfit - Unit friend member sometimes win commercial.,"Battery: 48MP, OS: Android 13",4878.21,Purple,True,False,15-day return,"Simpson, Hicks and Thomas",4.5,https://images.flipkart.com/products/P10146.jpg,"Durable, Wireless"
P10147,Allen Solly Chinos,Allen Solly,Fashion,Clothing,Allen Solly Chinos - Join investment place point everybody be.,"Storage: 256GB, Connectivity: 5G",13885.04,Green,True,False,15-day return,"Mack, Hamilton and Young",4.4,https://images.flipkart.com/products/P10147.jpg,"Fast Charging, Eco-Friendly"
P10148,Lenovo Yoga 7i,Lenovo,Electronics,Laptop,Lenovo Yoga 7i - Sense girl build book Republican.,"Camera: 128GB, OS: WiFi 6",123369.87,Gold,True,True,7-day return,Matthews and Sons,4.3,https://images.flipkart.com/products/P10148.jpg,"Trending, Waterproof, Wireless, Lightweight"
P10149,Dell XPS 13,Dell,Electronics,Laptop,Dell XPS 13 - Remain section win spring.,"Camera: 6.5 inch, Processor: 5G",121232.23,Blue,False,False,7-day return,Johnson PLC,4.5,https://images.flipkart.com/products/P10149.jpg,"Lightweight, Eco-Friendly, Wireless, Premium"
P10150,Levi's 511 Slim Jeans,Levi's,Fashion,Clothing,Levi's 511 Slim Jeans - Last experience year admit major size son letter appear ever.,"Battery: 8GB, Connectivity: iOS 17",7123.58,Black,False,False,7-day return,"Griffin, Mendez and Hernandez",4.1,https://images.flipkart.com/products/P10150.jpg,"Trending, HD"
P10151,Nivea Soft Moisturizer,Nivea,Beauty,Skincare,Nivea Soft Moisturizer - Affect feeling significant provide major law.,"RAM: 256GB, OS: WiFi 6",1781.25,Black,True,False,7-day return,Russell Group,3.9,https://images.flipkart.com/products/P10151.jpg,"Best Seller, Fast Charging"
